month_of_action_date,career,score_reason,additional_comment,cleaned_text
2024-12-01,US Kindergarten,Variety of Materials,I don't like that I can't se a more specifoc preview before downloading even if it is woth aa waatermark. The fact that I haad to download to see what's in is not useful.,i dont like that i cant se a more specifoc preview before downloading even if it is woth aa waatermark the fact that i haad to download to see whats in is not useful
2024-12-01,ks1,Variety of Materials,"I appreciate the variety and quality of your resources, however, I don't have a great enough need for them to justify a subscription.",i appreciate the variety and quality of your resources however i dont have a great enough need for them to justify a subscription
2024-12-01,US Pre K,Variety of Materials,I will sign up soon under the school name not under my name so I can give all teachers user name and password,i will sign up soon under the school name not under my name so i can give all teachers user name and password
2024-12-01,US Pre K,Variety of Materials,I've retired so I'm watching pennies and no longer will use the resources. I've been a twinkl member for years and it's been great.,ive retired so im watching pennies and no longer will use the resources ive been a twinkl member for years and its been great
2024-12-01,ey,Variety of Materials,I would like a refund because I did not know for months it was charging me and I’m no longer a teacher,i would like a refund because i did not know for months it was charging me and i’m no longer a teacher
2024-12-01,US Pre K,Customer Service,I have tried several time to contact your company via email and phone and have unsuccessfully been able to cancel my membership however your company continues to take out a monthly payment and you can see clearly that it has been a while since I've access the materials,i have tried several time to contact your company via email and phone and have unsuccessfully been able to cancel my membership however your company continues to take out a monthly payment and you can see clearly that it has been a while since ive access the materials
2024-12-01,US Grade 3,Customer Service,I do not recall signing up for this. I have been charged for a year and have never used it. Very frustrated.,i do not recall signing up for this i have been charged for a year and have never used it very frustrated
2024-12-01,US Kindergarten,Customer Service,"I canceled this already and was charged again. that why I give Twinkl a 2 rating. Once should be enough, and there's not enough Kindergarten activities",i canceled this already and was charged again that why i give twinkl a 2 rating once should be enough and theres not enough kindergarten activities
2024-12-01,ks4,Customer Service,"There is an unexpected charge from you on my acct after my membership renewed, and I cannot get anyone to answer my questions.",there is an unexpected charge from you on my acct after my membership renewed and i cannot get anyone to answer my questions
2024-12-01,US Grade 4,Customer Service,"I had already canceled once, and then was charged again. I am now canceling again and hoping this time I will no longer be charged again. I tried calling for help, but listening to the same message over and over was driving me crazy. I tried to select 2 for the callback option, which then proceeded to keep repeating the Twinkl Cares message over and over again.",i had already canceled once and then was charged again i am now canceling again and hoping this time i will no longer be charged again i tried calling for help but listening to the same message over and over was driving me crazy i tried to select 2 for the callback option which then proceeded to keep repeating the twinkl cares message over and over again
2024-12-01,US Grade 6,Customer Service,I HAVE TRIED TO CANCEL FOR THREE MONTHS I NEVER USE THIS! HOW DARE YOU KEEP CHARGING ME MONTH AFTER MONTH,i have tried to cancel for three months i never use this how dare you keep charging me month after month
2024-12-01,US Pre K,Customer Service,Never got any notification that my subscription was starting and it is hard to reach customer service. Kept getting disconnected.,never got any notification that my subscription was starting and it is hard to reach customer service kept getting disconnected
2024-12-01,parent,Ease of Website,I came to this website as a parent seeking resources during a disaster that prevented my children from going to school from a month. It was unbelievably complicated/impossibleto cancel during the free trial.,i came to this website as a parent seeking resources during a disaster that prevented my children from going to school from a month it was unbelievably complicatedimpossibleto cancel during the free trial
2024-12-01,US Kindergarten,Ease of Website,"Ridiculously hard to cancel membership and confusing, thought I had cancelled last month but missed the very last cancel anyways screen and now have had to pay for another month.",ridiculously hard to cancel membership and confusing thought i had cancelled last month but missed the very last cancel anyways screen and now have had to pay for another month
2024-12-01,ta,Ease of Website,I don't think I've ever needed to confirm cancellation this many times. You need one-click cancellation. I will not recommend you to other people for this reason.,i dont think ive ever needed to confirm cancellation this many times you need oneclick cancellation i will not recommend you to other people for this reason
2024-12-01,ks3,Ease of Website,"I thought I had canceled, but I guess I didn't click ""cancel anyway"" enough times when I tried before. I feel like it's unnecessarily hard to cancel and was tricked into continuing the membership.",i thought i had canceled but i guess i didnt click cancel anyway enough times when i tried before i feel like its unnecessarily hard to cancel and was tricked into continuing the membership
2024-12-01,Other,Ease of Website,Too many emails. I unfortunately registered and then forgot about the service until I’d see a spam email or the charge. As a music therapy student the resources aren’t what I’ll need in a subscription format. It’s easier to buy individual resources as needed than have a monthly subscription.,too many emails i unfortunately registered and then forgot about the service until i’d see a spam email or the charge as a music therapy student the resources aren’t what i’ll need in a subscription format it’s easier to buy individual resources as needed than have a monthly subscription
2024-12-01,sen,Ease of Website,I don't like having to download everything and then have the files be too big that I am not able to sue the resource.,i dont like having to download everything and then have the files be too big that i am not able to sue the resource
2024-12-01,Other,Ease of Website,I try to use as many free resources as possible to meet my needs as a girl scout troop leader and a school librarian.,i try to use as many free resources as possible to meet my needs as a girl scout troop leader and a school librarian
2024-12-01,US Grade 3,Price,"Yeah, I'm cancelling because my membership is not up for renewal until February, 2025 and you sent through the payment TODAY, December 12, 2024. I WANT IT REMOVED IMMEDIATELY. That's why I am cancelling. If you can't manage this then, I can't trust your organization to keep my information secure.",yeah im cancelling because my membership is not up for renewal until february 2025 and you sent through the payment today december 12 2024 i want it removed immediately thats why i am cancelling if you cant manage this then i cant trust your organization to keep my information secure
2024-12-01,librarian,Price,"This is a wonderful site for teachers - I work in a library offering coloring sheets, dot to dots, and easy crafts for free. I feel almost $100 for the few things I use is a bit too high for our library.",this is a wonderful site for teachers i work in a library offering coloring sheets dot to dots and easy crafts for free i feel almost 100 for the few things i use is a bit too high for our library
2024-12-01,US Pre K,Price,"Absolutly loved your site and used many things. Unfortunately I am no longer working with a preschool at the time. If anything changes, I'll be back.",absolutly loved your site and used many things unfortunately i am no longer working with a preschool at the time if anything changes ill be back
2024-12-01,librarian,Variety of Materials,"1) Price 2) the fact that I had to click multiple times to cancel - I cancel - You are not cancelled yet - click again! Nope, not yet - click yet again! Ridiculous.",1 price 2 the fact that i had to click multiple times to cancel i cancel you are not cancelled yet click again nope not yet click yet again ridiculous
2024-12-01,US Grade 7,Variety of Materials,I mainly used Twinkl for homeschooling and my child returned to public school. I also used it for my art classes and thought many resources were wonderful! Thank you!,i mainly used twinkl for homeschooling and my child returned to public school i also used it for my art classes and thought many resources were wonderful thank you
2025-01-01,parent,Ease of Website,"I signed up for this to get resources as a parent for my high school special ed child. I could not get ANY resources for him, as the only selections given for age groups were up to grade 8.",i signed up for this to get resources as a parent for my high school special ed child i could not get any resources for him as the only selections given for age groups were up to grade 8
2025-01-01,adult educator,Ease of Website,"I do not need the subscription except for today to prepare for presenting the Universal Declaration to all ages. The website has a plethora of distractions and is, as it should be, geared to children, and so doesn't meet my needs well enough. I was just trying to create a simple powerpoint, not launching a career in teaching OR human rights.",i do not need the subscription except for today to prepare for presenting the universal declaration to all ages the website has a plethora of distractions and is as it should be geared to children and so doesnt meet my needs well enough i was just trying to create a simple powerpoint not launching a career in teaching or human rights
2025-01-01,sen,Ease of Website,"It's very difficulty to find activities pertinent to me(SLP) without sifting through all ""spring"" activities, which was time consuming.",its very difficulty to find activities pertinent to meslp without sifting through all spring activities which was time consuming
2025-01-01,slt,Ease of Website,I'm a counselor & couldn't find quiet what I was looking for. Thank you for your service to teachers!,im a counselor couldnt find quiet what i was looking for thank you for your service to teachers
2025-01-01,adult educator,Ease of Website,All I needed was a coloring sheet for the Royal Standard flag and couldn't find it anywhere else. Thank you for having it!,all i needed was a coloring sheet for the royal standard flag and couldnt find it anywhere else thank you for having it
2025-01-01,home ed,Price,"You have a good variety of products, I do not use this type of product enough to make it worth paying for this. Have a blessed day",you have a good variety of products i do not use this type of product enough to make it worth paying for this have a blessed day
2025-01-01,ks5,Price,The price along with my other subscriptions is too high for the amount of high school materials that I could find to use,the price along with my other subscriptions is too high for the amount of high school materials that i could find to use
2025-01-01,US Kindergarten,Resource Quality,"The materials are great, but I have to modify them greatly to make them useful for my students. It is less work to just create my own materials.",the materials are great but i have to modify them greatly to make them useful for my students it is less work to just create my own materials
2025-01-01,home ed,Resource Quality,"I couldn’t find any phoneme worksheets or stories that use multiple of the spellings /digraphs that all say the same sound, which I have found to be the most successful way to quickly improve reading ability (like words that say ‘sh’ including with the spellings sh / ch / ti / ci all used in the same worksheet).",i couldn’t find any phoneme worksheets or stories that use multiple of the spellings digraphs that all say the same sound which i have found to be the most successful way to quickly improve reading ability like words that say ‘sh’ including with the spellings sh ch ti ci all used in the same worksheet
2025-01-01,US Pre K,Resource Quality,The pages to print were out of alignment. I first thought it was just the one packet that I downloaded but found this to be a reoccurring issue.,the pages to print were out of alignment i first thought it was just the one packet that i downloaded but found this to be a reoccurring issue
2025-01-01,parent,Resource Quality,"I like the illustration style much more than other similar platforms, I will come back if I ever need to get more resources.",i like the illustration style much more than other similar platforms i will come back if i ever need to get more resources
2025-01-01,ey,Variety of Materials,I cannot figure out any way to print or download every time I downloaded and went to the download. It wouldn’t open so way too difficult.,i cannot figure out any way to print or download every time i downloaded and went to the download it wouldn’t open so way too difficult
2025-01-01,ey,Variety of Materials,I was hoping for more PE and physical activity lesson plans to implement into my pre K gymnastics program.,i was hoping for more pe and physical activity lesson plans to implement into my pre k gymnastics program
2025-01-01,Other,Variety of Materials,"I wanted to get 1 or 2 documents. It's a great resource, but I don't plan to use it enough to make sense of the cost.",i wanted to get 1 or 2 documents its a great resource but i dont plan to use it enough to make sense of the cost
2025-01-01,home ed,Variety of Materials,"There are limited physical education resources, and that is my main content area. The dance resources use BESR, and I use BASTE, so those aren't aligned with the visuals I use.",there are limited physical education resources and that is my main content area the dance resources use besr and i use baste so those arent aligned with the visuals i use
2025-01-01,ks4,Price,"It is a great resource but there are so many resources to pay for, I have to decide which ones I can afford to keep up with.",it is a great resource but there are so many resources to pay for i have to decide which ones i can afford to keep up with
2025-01-01,parent,Variety of Materials,The amount of times the payment was attempted on my card left a bad taste. Multiple times during the day just didn’t work for me.,the amount of times the payment was attempted on my card left a bad taste multiple times during the day just didn’t work for me
2025-01-01,librarian,Variety of Materials,"We are a library that likes the resources for the holidays, but we don't have the budget to pay for this subscription.",we are a library that likes the resources for the holidays but we dont have the budget to pay for this subscription
2025-01-01,US Kindergarten,Resource Quality,I currently teach Russian Immersion Program. The materials here are in English only. I might renew membership when I return to teaching in English program.,i currently teach russian immersion program the materials here are in english only i might renew membership when i return to teaching in english program
2025-01-01,US Grade 2,Resource Quality,"I used it mostly while I was homeschooling, but my kids are both now in private school. It's an excellent resource and I loved it!",i used it mostly while i was homeschooling but my kids are both now in private school its an excellent resource and i loved it
2025-01-01,US Grade 3,Resource Quality,"Your lessons are amazing, but I am not working at the moment and getting a job is not looing good thus far. I am sad to go but every little bit of money helps with basics and bills.",your lessons are amazing but i am not working at the moment and getting a job is not looing good thus far i am sad to go but every little bit of money helps with basics and bills
2025-01-01,US Kindergarten,Resource Quality,"My school has many resources that align to our lessons and I am not in need of Twinkl. The products are very good, just not needed.",my school has many resources that align to our lessons and i am not in need of twinkl the products are very good just not needed
2025-01-01,US Pre K,Resource Quality,"Will likely come back when my children are older, we just aren’t using the membership enough to continue to pay for it",will likely come back when my children are older we just aren’t using the membership enough to continue to pay for it
2025-01-01,ks3,Variety of Materials,"I only used it once and I have tried to cancel my membership every month and every time i think i have completed the from correctely, i find out that i have something missing.",i only used it once and i have tried to cancel my membership every month and every time i think i have completed the from correctely i find out that i have something missing
2025-01-01,esl,Variety of Materials,Sometimes I find errors in the ELL resources - sometimes I can tell that the ELL resources are not created by native English speakers.,sometimes i find errors in the ell resources sometimes i can tell that the ell resources are not created by native english speakers
2025-01-01,esl,Variety of Materials,I teach 8th grade and find the resources are too low and insufficient for the grade level and subject/curriculum.,i teach 8th grade and find the resources are too low and insufficient for the grade level and subjectcurriculum
2025-01-01,US Grade 1,Variety of Materials,I am not teaching subjects that require twinkl. i only used it for summer school and I am no longer teaching summer school. Thanks.,i am not teaching subjects that require twinkl i only used it for summer school and i am no longer teaching summer school thanks
2025-01-01,sen,Variety of Materials,More non-childish special Ed materials. I teach young teenagers with special needs and most of the cognitively-appropriate materials are infantilizing. It’s easier for me to just make the materials myself.,more nonchildish special ed materials i teach young teenagers with special needs and most of the cognitivelyappropriate materials are infantilizing it’s easier for me to just make the materials myself
2025-01-01,US Pre K,Variety of Materials,"I wanted more games for ages 6 and under but couldn't find any I like much. Like escape rooms, scavenger hunts, etc",i wanted more games for ages 6 and under but couldnt find any i like much like escape rooms scavenger hunts etc
2025-01-01,US Pre K,Variety of Materials,"I don't currently have a need for this membership, but I may resume teaching in the future and resubscribe. One piece of feedback: I used the stories on here quite a bit, but I do not have PowerPoint. It would be amazing if more of the stories were available as PDFs!",i dont currently have a need for this membership but i may resume teaching in the future and resubscribe one piece of feedback i used the stories on here quite a bit but i do not have powerpoint it would be amazing if more of the stories were available as pdfs
2025-01-01,sen,Variety of Materials,"I have no memory of resigning up again, just saw a charge on my account. I love the site, but I have zero extra cash right now.",i have no memory of resigning up again just saw a charge on my account i love the site but i have zero extra cash right now
2025-01-01,ks3,Variety of Materials,None - incredibly useful resource especially for teaching a language other than Spanish which is hard to come across resources.,none incredibly useful resource especially for teaching a language other than spanish which is hard to come across resources
2025-01-01,US Kindergarten,Variety of Materials,I plan on continuing my membership in the future but I have enough resources to fulfill my curriculum for the year and not enough money to maintain my membership until it is needed again. I love this site and its resources thank you,i plan on continuing my membership in the future but i have enough resources to fulfill my curriculum for the year and not enough money to maintain my membership until it is needed again i love this site and its resources thank you
2025-01-01,US Grade 6,Variety of Materials,I am not a teacher. I am a parent who was using Twinkle as supplemental work to help my daughter. She is working with tutors now. thanks,i am not a teacher i am a parent who was using twinkle as supplemental work to help my daughter she is working with tutors now thanks
2025-01-01,US Grade 7,Customer Service,Can not do as site claimed and when reach out for help does noyhing but run around. Will use someone else who helps Thanks,can not do as site claimed and when reach out for help does noyhing but run around will use someone else who helps thanks
2025-01-01,US Grade 7,Price,I was diagnosed with breast cancer last September and I'm undergoing chemotherapy. I'm not working at the moment so I haven't been able to use Twinkl these past months.,i was diagnosed with breast cancer last september and im undergoing chemotherapy im not working at the moment so i havent been able to use twinkl these past months
2025-01-01,esl,Customer Service,"I have been paying for this membership that I did not realize that I had. I thought I had the account through my work email, so did not understand why I was continuing to be charged. Is there any way that I can get a refund for the 4 months that I've been paying $9/month?
 I sincerely hope that I am NOT charged AGAIN in January for this!",i have been paying for this membership that i did not realize that i had i thought i had the account through my work email so did not understand why i was continuing to be charged is there any way that i can get a refund for the 4 months that ive been paying 9month i sincerely hope that i am not charged again in january for this
2025-01-01,ks4,Customer Service,"Twinkl automatically renewed free trials that I know I canceled and was charging me twice a month from two different accounts! Obviously partly my fault for not paying attention, but it's not even a resource that I use. The resources are difficult to find/generic/ babyish/ need too much modification, etc. Also Twinkl charged me $12 dollars shipping (I think) for my ""free"" planner. Nobody answers the customer service number - high volume of calls! I wonder why!?. I hope my accounts cancel for real this time!!",twinkl automatically renewed free trials that i know i canceled and was charging me twice a month from two different accounts obviously partly my fault for not paying attention but its not even a resource that i use the resources are difficult to findgeneric babyish need too much modification etc also twinkl charged me 12 dollars shipping i think for my free planner nobody answers the customer service number high volume of calls i wonder why i hope my accounts cancel for real this time
2025-01-01,US Kindergarten,Customer Service,"After receiving a receipt that states a refund can be requested until January 26,2025 and then being told that I actually only had 14 days after my trial to request a refund I have been lied to. I will not use a company that lies to the customers.",after receiving a receipt that states a refund can be requested until january 262025 and then being told that i actually only had 14 days after my trial to request a refund i have been lied to i will not use a company that lies to the customers
2025-01-01,sen,Customer Service,you have been giving me the run around in trying to cancel this account for months. Please cancel.,you have been giving me the run around in trying to cancel this account for months please cancel
2025-01-01,librarian,Customer Service,I did not realize I had a membership I had to pay for. Reminders about payment would have been nice.,i did not realize i had a membership i had to pay for reminders about payment would have been nice
2025-01-01,US Kindergarten,Customer Service,Try to copy off American sites when it comes to cancelling plans instead of not being direct straight forward,try to copy off american sites when it comes to cancelling plans instead of not being direct straight forward
2025-01-01,US Kindergarten,Ease of Website,"I have logged on to cancel 3 times. You make the cancel process take 4 screens, which is outrageous, a scam to have people keep unknowingly paying. Absolutely awful.",i have logged on to cancel 3 times you make the cancel process take 4 screens which is outrageous a scam to have people keep unknowingly paying absolutely awful
2025-01-01,ey,Ease of Website,"I swear I cancelled from my membership before the billing cycle but I was charged anyway. The process to cancel is annoying because you have to click ""cancel anyway"" so many times.",i swear i cancelled from my membership before the billing cycle but i was charged anyway the process to cancel is annoying because you have to click cancel anyway so many times
2025-01-01,home ed,Ease of Website,I thought I cancelled months ago. I'm angry that I've been charged for something I haven't even used because I thought it was cancelled.,i thought i cancelled months ago im angry that ive been charged for something i havent even used because i thought it was cancelled
2025-01-01,Other,Ease of Website,I had canceled this membership previously. Apparently the cancellation didn’t go through and I’ve been getting charged for a membership I thought I no longer had. I just canceled again having to go through multiple pages of clicking cancel. It was incredibly frustrating and I feel like twinkl has done this on purpose to continue getting money from people who sincerely thought they had cancelled.,i had canceled this membership previously apparently the cancellation didn’t go through and i’ve been getting charged for a membership i thought i no longer had i just canceled again having to go through multiple pages of clicking cancel it was incredibly frustrating and i feel like twinkl has done this on purpose to continue getting money from people who sincerely thought they had cancelled
2025-01-01,US Grade 5,Ease of Website,I have cancelled my subscription 4 times and continue to get charged. I’m extremely unsatisfied and would like reimbursement for the last 4 months.,i have cancelled my subscription 4 times and continue to get charged i’m extremely unsatisfied and would like reimbursement for the last 4 months
2025-01-01,US Grade 6,Ease of Website,I couldn't sign in because the website is not very compatible with my phone. I would like my money back because I never used it at all.,i couldnt sign in because the website is not very compatible with my phone i would like my money back because i never used it at all
2025-01-01,ey,Ease of Website,"The website and more importantly the app aren’t user friendly. Needs work. However, this is an amazing resource to have for teachers and parents. Absolutely love it!",the website and more importantly the app aren’t user friendly needs work however this is an amazing resource to have for teachers and parents absolutely love it
2025-01-01,sen,Ease of Website,"Love this site, but I can't pay that much for something I don't use very often. It would be nice if there was an option for $ for a certain amount of resources.",love this site but i cant pay that much for something i dont use very often it would be nice if there was an option for for a certain amount of resources
2025-01-01,ey,Price,I had two duplicate accounts and one free membership. There was no notification or email that i would be charged.,i had two duplicate accounts and one free membership there was no notification or email that i would be charged
2025-01-01,US Grade 4,Price,"Your cancellation process is garbage. I thought I canceled months ago, but that deceptive final page tricked me into quitting the cancellation process before I was done. For that reason, I will never use your service again and I will encourage others to not use your service either.",your cancellation process is garbage i thought i canceled months ago but that deceptive final page tricked me into quitting the cancellation process before i was done for that reason i will never use your service again and i will encourage others to not use your service either
2025-01-01,sen,Price,I though I had canceled this and realized you make the process so difficult and I have been charged for I don t know how long which is rude for a busy teacher that doesn’t get paid much. I barely used this on the trial. Which you could give me back the 20.00 for the last 2 months.,i though i had canceled this and realized you make the process so difficult and i have been charged for i don t know how long which is rude for a busy teacher that doesn’t get paid much i barely used this on the trial which you could give me back the 2000 for the last 2 months
2025-01-01,sen,Price,I'm not using this app but kept on adding credit on my account. I'm not asking for refund but please stop getting credit from my account. Thank you,im not using this app but kept on adding credit on my account im not asking for refund but please stop getting credit from my account thank you
2025-01-01,sen,Price,Nothing on here I havent used this website not even once because the materials suck. But yall take 9.00 out my account for months. Never coming back again.,nothing on here i havent used this website not even once because the materials suck but yall take 900 out my account for months never coming back again
2025-01-01,US Grade 1,Price,I've enjoyed Twinkl for many years and unfortunately I've been dismissed from my educational position.,ive enjoyed twinkl for many years and unfortunately ive been dismissed from my educational position
2025-01-01,sen,Price,"Didn't really need this so was cancelling but moved rating to 1 because your unsubscribe process is really shady. That last page for most people looks like they are already done because they've clicked cancel twice and said no to the up-sell. The 3rd attempt on first glance looks like you're done unless you look close and realize it's ANOTHER attempt to keep you subscribed.
 
 Your product's fine, don't be so predatory.",didnt really need this so was cancelling but moved rating to 1 because your unsubscribe process is really shady that last page for most people looks like they are already done because theyve clicked cancel twice and said no to the upsell the 3rd attempt on first glance looks like youre done unless you look close and realize its another attempt to keep you subscribed your products fine dont be so predatory
2025-01-01,US Grade 2,Price,This is the second time that I have been unintentionally signed up for a membership without any kind of email notification.,this is the second time that i have been unintentionally signed up for a membership without any kind of email notification
2025-01-01,US Kindergarten,Price,I have been charged for an entire year and didn't realize I had a membership. Sorry to loose all that money for no benefit.,i have been charged for an entire year and didnt realize i had a membership sorry to loose all that money for no benefit
2025-01-01,US Pre K,Price,I attempted to cancel this in November and was surprised to see you charged me again in December and January. Perhaps co sister a cancelation process that doesn’t require 4 screens and lots of scrolling.,i attempted to cancel this in november and was surprised to see you charged me again in december and january perhaps co sister a cancelation process that doesn’t require 4 screens and lots of scrolling
2025-01-01,ks1,Price,"I would like to request a refund. I didn’t realize I signed up for a recurring subscription and when I attempted to cancel before I guess I didn’t complete the process and now I am realizing it is because there are four pages of prompts to redirect from canceling!
 Can I be refunded? You should be able to see I have not been accessing this account or using content since my original trial.",i would like to request a refund i didn’t realize i signed up for a recurring subscription and when i attempted to cancel before i guess i didn’t complete the process and now i am realizing it is because there are four pages of prompts to redirect from canceling can i be refunded you should be able to see i have not been accessing this account or using content since my original trial
2025-01-01,US Grade 4,Price,I signed up for free resources and had to put my cc info in. Then I forgot that I had to have a subscription and had to delete it before charged. I could honestly make most of these resources on my own for cheaper. I don't like the subscription aspect. I also thought I cancelled last month but evidently didn't get through the entire cancellation procedure. I used this site one time and then forgot all about it.,i signed up for free resources and had to put my cc info in then i forgot that i had to have a subscription and had to delete it before charged i could honestly make most of these resources on my own for cheaper i dont like the subscription aspect i also thought i cancelled last month but evidently didnt get through the entire cancellation procedure i used this site one time and then forgot all about it
2025-01-01,sen,Price,I don't know why I was charged to much and I am not using this site. I'm very upset because they charged me over $89.00,i dont know why i was charged to much and i am not using this site im very upset because they charged me over 8900
2025-01-01,US Grade 5,Price,Would like refund as i previously tried to cancel right after i did the trial and realized i woukd not use enoughand nota good time to spend money,would like refund as i previously tried to cancel right after i did the trial and realized i woukd not use enoughand nota good time to spend money
2025-01-01,US Kindergarten,Price,Mkae it easier to cancel. I thought I had canceled once because the MULTIPLE steps to cancel confused me. This resulted in my subscription going longer than i wanted.,mkae it easier to cancel i thought i had canceled once because the multiple steps to cancel confused me this resulted in my subscription going longer than i wanted
2025-01-01,US Grade 5,Price,"It might be nice if there was an option for ""few and far between,"" like an ""up to 12 downloads per year"" option that made the membership less expensive. I cannot justify nearly $10/mo for a resource I only use in emergencies.",it might be nice if there was an option for few and far between like an up to 12 downloads per year option that made the membership less expensive i cannot justify nearly 10mo for a resource i only use in emergencies
2025-01-01,US Grade 1,Price,"I don't use it enough to justify the monthly subscription. I find ideas, but nothing that I can download and use without recreating it to fit my lessons.",i dont use it enough to justify the monthly subscription i find ideas but nothing that i can download and use without recreating it to fit my lessons
2025-01-01,slt,Price,"I never received my planner, even after contacting customer support and getting a confirmation email months ago. I confirmed my email address.",i never received my planner even after contacting customer support and getting a confirmation email months ago i confirmed my email address
2025-01-01,US Grade 2,Price,"I love your resources first off! Layout is great and everything! I have one problem. You bill me almost every other week , more than 3 four times a day and then to make it worse it's all different prices! Ranging from $4-$10. I can send you an email with photo proof if you'd like. That is the only reason I'm cancelling.",i love your resources first off layout is great and everything i have one problem you bill me almost every other week more than 3 four times a day and then to make it worse its all different prices ranging from 410 i can send you an email with photo proof if youd like that is the only reason im cancelling
2025-01-01,US Grade 4,Price,"I love Twinkl! The activities are colorful and creative, but my District is paying for other resources that I have to use. Thank you for helping teachers!",i love twinkl the activities are colorful and creative but my district is paying for other resources that i have to use thank you for helping teachers
2025-01-01,US Kindergarten,Price,"I’m a single mom, I’m really broke, and I forgot to cancel this before it came out of my gas money for the next two weeks. My tank is on empty and now I don’t know what to do. Right before this charge came out, another charge from weight watchers came out that I also forgot to cancel for $23. So I lost all my gas money, I’m already on e, and I just need to do this now before it happens again next month. I love the website, when I am in a better place I’d love to come back",i’m a single mom i’m really broke and i forgot to cancel this before it came out of my gas money for the next two weeks my tank is on empty and now i don’t know what to do right before this charge came out another charge from weight watchers came out that i also forgot to cancel for 23 so i lost all my gas money i’m already on e and i just need to do this now before it happens again next month i love the website when i am in a better place i’d love to come back
2025-01-01,US Pre K,Price,"I love having access to so many wonderful teaching tools, it has just become too pricey each month to pay for this personally for my classroom use.",i love having access to so many wonderful teaching tools it has just become too pricey each month to pay for this personally for my classroom use
2025-01-01,ey,Resource Quality,"We don't market sex to children over here.
 In Germany, Barbie is a sex doll. In America, she is a child's toy.",we dont market sex to children over here in germany barbie is a sex doll in america she is a childs toy
2025-01-01,US Kindergarten,Resource Quality,"Activities for 6 year old children who are learning Portuguese language. The material is very limited, more for older kids and is not interesting.",activities for 6 year old children who are learning portuguese language the material is very limited more for older kids and is not interesting
2025-01-01,US Grade 6,Resource Quality,Please add more options for Spanish Language arts or the ease of selecting downloands in Spanish or other languages,please add more options for spanish language arts or the ease of selecting downloands in spanish or other languages
2025-01-01,US Grade 6,Resource Quality,I'm not finding sufficient work for what I need to homeschool or enhance my child learning. It's too limiting and not enough direct content,im not finding sufficient work for what i need to homeschool or enhance my child learning its too limiting and not enough direct content
2025-01-01,US Grade 7,Resource Quality,"Too difficult to manage subscriptions. I see things that interest me, but never get the chance to go back & use for speech therapy materials.",too difficult to manage subscriptions i see things that interest me but never get the chance to go back use for speech therapy materials
2025-01-01,parent,Customer Service,"Very frustrating to see so many attempts at trying to run my card when all I wanted was to end my membership. After one unsuccessful attempt, there should be an easy option to cancel or renew with new card rather continually reattempting a card payment without my permission. This is how most websites work.",very frustrating to see so many attempts at trying to run my card when all i wanted was to end my membership after one unsuccessful attempt there should be an easy option to cancel or renew with new card rather continually reattempting a card payment without my permission this is how most websites work
2025-01-01,US Grade 5,Ease of Website,I was not able to print out any documents and I didn't cancel before my card was charged!! I don't want to be charged again next year for something that I'm not going to use!,i was not able to print out any documents and i didnt cancel before my card was charged i dont want to be charged again next year for something that im not going to use
2025-01-01,US Kindergarten,Ease of Website,Very confusing to navigate - too much at once when searching - organization is slightly confusing without spending a lot of time to try to navigate,very confusing to navigate too much at once when searching organization is slightly confusing without spending a lot of time to try to navigate
2025-01-01,adult educator,Price,I signed up to check it out. Very disappointed after checking it out so I cancel the next day. To my surprise you did not cancel my subscription. Why did you not cancel my subscription and refund my money?,i signed up to check it out very disappointed after checking it out so i cancel the next day to my surprise you did not cancel my subscription why did you not cancel my subscription and refund my money
2025-01-01,ks1,Price,"Please return billed amount 1/1/25, I never authorized the CC charged. I cancel my account today and want refund ASAP!",please return billed amount 1125 i never authorized the cc charged i cancel my account today and want refund asap
2025-01-01,parent,Price,I am a stay at home mom and I just wanted materials. I could use occasionally I don’t need to pay for every month because I don’t use it every month just here and there.,i am a stay at home mom and i just wanted materials i could use occasionally i don’t need to pay for every month because i don’t use it every month just here and there
2025-01-01,US Grade 2,Ease of Website,"I am also teaching high school and I saw those materials. If I ever go back to elementary or even middle school, I might get a membership again.",i am also teaching high school and i saw those materials if i ever go back to elementary or even middle school i might get a membership again
2025-01-01,sen,Price,Canceling is too difficult. i had two accounts for almost a year because i didnt realize it. just annoying,canceling is too difficult i had two accounts for almost a year because i didnt realize it just annoying
2025-01-01,US Grade 2,Variety of Materials,I am not able to incorporate the resources I like from Twinkl enough in my teaching due to curriculum demands to support the cost. I don't think that the cost is unreasonable. I just need to cut it for my budget. Overall it is reasonably priced. I just can't justify paying for it and not being able to use it more frequently. I have been completely pleased with every item I have downloaded and used.,i am not able to incorporate the resources i like from twinkl enough in my teaching due to curriculum demands to support the cost i dont think that the cost is unreasonable i just need to cut it for my budget overall it is reasonably priced i just cant justify paying for it and not being able to use it more frequently i have been completely pleased with every item i have downloaded and used
2025-01-01,ks3,Ease of Website,I really liked the subscription but financing is difficult now. Maybe I will respond to it in the future.,i really liked the subscription but financing is difficult now maybe i will respond to it in the future
2025-01-01,sen,Price,looking for a cheaper resource options and currently using TPT as I find exactly what special education resources I need from other special education teachers.,looking for a cheaper resource options and currently using tpt as i find exactly what special education resources i need from other special education teachers
2025-01-01,parent,Price,Love & enjoy the site. cant justify paying for as not directly used in my current job or personal life,love enjoy the site cant justify paying for as not directly used in my current job or personal life
